,tweet_date,tweet_content,tweet_url,tweet_user_name,tweet_reply_count,tweet_like_count,tweet_retweet_count
41,2021-08-31 23:35:52+00:00,"今季はイースタン・リーグで打率2割7分7厘、2本塁打8打点。左右の打席で成績差を減らすように、西川や松本剛ら1軍経験ある選手に貪欲に話を聞いて吸収してきた。

日本ハム宮田輝星が支配下契約「ビビることなく挑戦者の気持ちを忘れずに」 - プロ野球 : 日刊スポーツ https://t.co/ler21sDCtf",https://twitter.com/_nuidayo_/status/1432849649128271872,_nuidayo_,0,2,0
42,2021-08-31 23:35:49+00:00,"「北海道日本ハムファイターズ」の「井口 和朋」選手を獲得！

プロ野球ゲーム『劇的采配！プロ野球リバーサル』をプレイ！
https://t.co/UFOZEBEP8d https://t.co/utixjr5h0F",https://twitter.com/4sZqVD4JdhvW2OM/status/1432849638017552384,4sZqVD4JdhvW2OM,0,0,0
43,2021-08-31 23:35:44+00:00,日本ハム 小笠原道大,https://twitter.com/SNOWMOMO56/status/1432849615326363648,SNOWMOMO56,0,0,0
44,2021-08-31 23:35:36+00:00,パ・リーグの順位が2012年と真逆になってると聞いたから見てみたけ、どこの年の日ハム2〜4位には負け越しててロッテオリックスセ・リーグボコって優勝してるの面白い（今年のオリックスは西武がお得意様なぐらい） https://t.co/nKJuPs9qwX,https://twitter.com/R_i_k_o_P/status/1432849583785185283,R_i_k_o_P,0,0,1
45,2021-08-31 23:35:05+00:00,｢皆様を失望させた｣日ハム謝罪 https://t.co/zfPoKNhDCc,https://twitter.com/Infoseeknews/status/1432849451840802816,Infoseeknews,0,0,0
46,2021-08-31 23:34:54+00:00,"@realF03 うぽぽりたそ@6代目さん、
おかえりなさい😊
日本ハムを支えるのはあなたです‼️",https://twitter.com/Emperor9785/status/1432849408891113479,Emperor9785,1,1,0
47,2021-08-31 23:34:48+00:00,"あとは、単純にアナウンスが遅い。
@FightersPR #lovefighters https://t.co/ReKYzRafhR",https://twitter.com/mrbaseballwing/status/1432849380432756741,mrbaseballwing,0,0,0
48,2021-08-31 23:33:08+00:00,"ファンの皆様へ｜北海道日本ハムファイターズ
https://t.co/FflHn3MyqJ

ここの言い回しがおかしい。動画に差別的発言が入った事への謝罪は違う。
差別的発言をした選手がいることの謝罪と調査、再発防止だろ。
決して許されないと言いつつ、これだけだと差別的発言を発信しないための研修って読める。 https://t.co/3V0aoGOgqs",https://twitter.com/mrbaseballwing/status/1432848964781428745,mrbaseballwing,0,1,0
49,2021-08-31 23:32:07+00:00,オリックス　追いつくも勝ち越され敗れる（2021.8.31　北海道日本ハム戦） https://t.co/uuYFiGvVDI,https://twitter.com/kinta_blog/status/1432848709079941122,kinta_blog,0,0,0
50,2021-08-31 23:32:04+00:00,データレスキューセンター、データレスキューセンター、ノートPC内蔵SSDのデータ復旧を ご依頼いただいた日本ハム株式会社様によるお客様の声を公開 https://t.co/309SusyM5U,https://twitter.com/Newsrelease_IT/status/1432848692583620613,Newsrelease_IT,0,0,0
51,2021-08-31 23:31:59+00:00,"大谷翔平 全米が気になる「ジュラルミンケース」の中身…日ハム関係者は「約50万円の低周波治療器」と分析(SmartFLASH)
#Yahooニュース
https://t.co/xV5RZYdMbb",https://twitter.com/arufonsu_0109/status/1432848673457594370,arufonsu_0109,0,0,0
52,2021-08-31 23:31:12+00:00,"【冷徹巨人】日ハムでは“特別扱い”中田翔”・外様選手に厳しい巨人に耐えられるか？

#巨人 #中田翔
https://t.co/S65pqgf8eQ",https://twitter.com/kTzXQNY0v5xRzSv/status/1432848476195356676,kTzXQNY0v5xRzSv,0,0,0
53,2021-08-31 23:31:00+00:00,日本ハム　移籍組躍動で３連勝　木村先制打、佐藤が適時二塁打/野球/デイリースポーツ online https://t.co/fUsXpSsIis @Daily_Onlineより,https://twitter.com/Ksuke912/status/1432848427952394242,Ksuke912,0,1,0
54,2021-08-31 23:30:50+00:00,"いろんな推測おもろい
冷凍グローブはじめてしりました🎵

大谷翔平 全米が気になる「ジュラルミンケース」の中身…日ハム関係者は「約50万円の低周波治療器」と分析(SmartFLASH)
#Yahooニュース
https://t.co/qo2Zhvd32g",https://twitter.com/ankotowasabi/status/1432848386336559105,ankotowasabi,0,0,0
55,2021-08-31 23:30:30+00:00,"今日は、日ハムと西武応援🔥
ホークスの次に好きな球団だから、頑張って欲しいよ❕
(Bクラスが今日勝ってもらわないと困る)",https://twitter.com/sbhawks_yuzu/status/1432848298784673792,sbhawks_yuzu,0,0,0
56,2021-08-31 23:29:41+00:00,データレスキューセンター、ノートPC内蔵SSDのデータ復旧をご依頼いただいた日本ハム株式会社様によるお客様の声を公開 　   https://t.co/kdOGKaKjkK,https://twitter.com/HimatubuNet/status/1432848093343621125,HimatubuNet,0,0,0
57,2021-08-31 23:29:38+00:00,"みんな何から何まで興味津々。

大谷翔平 全米が気になる「ジュラルミンケース」の中身…日ハム関係者は「約50万円の低周波治療器」と分析(SmartFLASH)
#Yahooニュース
https://t.co/Fipa6TQpXW",https://twitter.com/blueclearsea/status/1432848081159032835,blueclearsea,0,0,0
